sleep_hours,work_hours,screen_time,exercise_minutes,mood_score,productivity_score,burnout_risk
4.9,5.9,1.6,30,2,57.3,Medium
3.5,5.9,8.7,60,8,61.0,Medium
6.4,12.2,5.1,30,5,67.5,High
7.8,9.7,5.4,45,4,74.2,Medium
8.7,2.3,5.6,90,9,83.7,Low
6.4,6.3,8.5,45,6,65.4,Low
6.4,3.5,5.6,30,4,56.7,Low
8.6,5.4,11.9,0,8,64.9,Medium
4.4,1.0,6.3,15,3,27.5,Medium
6.5,7.2,8.7,30,10,83.3,Low
7.3,5.0,8.0,45,2,48.5,Medium
7.6,7.6,5.9,15,7,78.4,Low
6.3,3.9,4.5,90,4,61.2,Low
7.0,7.7,6.8,0,4,66.1,Medium
3.5,6.6,7.3,45,10,68.5,Medium
6.1,10.8,4.6,15,9,79.6,Medium
7.6,10.6,6.4,30,2,58.6,High
5.6,9.2,9.1,45,1,44.0,High
7.1,6.8,11.2,0,7,51.7,Medium
7.6,11.9,8.1,0,8,68.1,Medium
6.5,4.1,10.7,30,3,38.3,Medium
7.2,4.4,4.4,30,2,61.5,Low
5.7,7.3,7.8,45,4,70.1,High
6.7,12.5,9.3,90,2,61.3,High
7.9,7.1,3.8,0,2,68.0,Medium
7.2,7.1,4.8,30,5,72.9,Low
6.2,4.3,10.3,30,10,58.2,Low
7.3,9.6,3.6,90,5,84.3,Low
8.0,9.6,2.6,60,8,93.8,Low
4.1,9.2,9.8,45,9,63.1,High
8.6,6.1,9.0,30,2,52.1,Medium
6.5,5.9,7.1,0,1,50.5,High
7.6,4.7,5.9,15,3,61.6,Low
8.7,7.7,4.9,30,6,83.2,Low
5.1,5.1,6.7,45,5,62.1,Medium
6.0,4.9,9.9,30,8,61.8,Low
6.6,6.6,6.6,45,8,81.2,Low
5.9,6.4,11.4,15,2,44.0,High
9.4,6.3,3.8,45,9,100.0,Low
5.8,8.5,6.0,0,4,59.2,High
6.2,7.7,5.1,0,1,61.0,High
7.3,6.9,3.3,0,2,69.6,Medium
5.3,7.9,5.6,60,6,78.7,Medium
6.4,5.3,7.0,0,5,53.2,Medium
7.4,7.7,7.3,45,7,74.7,Medium
6.5,7.8,11.4,0,9,74.3,Medium
6.9,4.2,7.2,30,6,60.8,Low
6.3,9.7,8.9,60,6,69.3,High
4.9,5.6,6.2,30,2,54.1,High
7.5,7.7,10.2,0,7,75.0,High
9.5,10.1,12.0,0,2,55.0,High
7.0,9.5,7.3,60,7,76.6,Medium
7.3,7.6,3.5,15,8,88.0,Low
8.0,6.7,4.6,30,1,67.3,Medium
5.2,9.6,6.7,30,9,76.3,Medium
9.4,9.0,7.1,15,8,84.8,Medium
7.3,6.1,7.7,0,9,64.9,Low
9.3,5.8,7.2,30,5,71.7,Low
6.0,2.9,6.0,45,4,53.4,Low
9.5,7.8,4.4,0,1,72.1,Medium
8.1,7.3,7.0,45,9,96.2,Low
7.8,10.0,10.6,60,4,67.3,High
7.3,8.3,8.5,60,4,67.8,Medium
6.7,10.4,7.3,0,4,61.1,High
8.7,6.0,8.6,15,2,47.3,Medium
7.2,10.0,5.1,60,4,79.3,Medium
4.2,6.3,4.7,0,2,46.9,High
5.4,9.2,4.1,0,8,77.8,Medium
6.7,4.3,5.7,60,7,73.5,Low
7.4,8.0,4.9,15,10,97.7,Low
6.9,3.1,9.0,15,2,39.7,Medium
8.7,6.9,4.8,15,2,73.4,Low
4.3,8.5,4.0,45,2,61.8,High
7.2,6.4,10.9,15,1,44.7,High
4.5,5.2,4.9,60,6,65.6,Low
8.1,9.4,6.4,30,6,76.8,Medium
6.9,7.3,7.1,30,1,56.3,High
7.6,6.4,3.2,15,1,63.5,Medium
5.8,7.6,9.1,0,6,62.6,High
8.8,13.3,7.6,30,6,66.3,Medium
8.5,10.0,9.9,15,4,62.6,High
7.8,10.1,4.3,60,3,81.4,Medium
6.8,8.5,6.2,30,9,83.7,Low
7.8,7.9,6.1,30,6,82.6,Low
6.0,2.2,6.7,15,1,28.0,Medium
8.2,6.0,2.4,45,3,71.8,Low
9.3,6.4,6.3,15,1,63.6,Medium
8.5,3.4,2.4,0,3,66.0,Low
6.0,5.0,6.9,60,2,53.8,Medium
7.5,3.1,1.0,30,5,83.6,Low
5.2,7.4,1.4,30,3,68.8,Medium
7.8,9.3,8.0,30,7,77.3,Medium
7.6,9.9,4.6,45,8,85.6,Low
4.4,8.4,3.5,15,7,77.6,Medium
5.4,5.4,9.2,0,2,35.1,High
6.6,3.2,6.8,45,10,72.0,Low
6.6,3.6,8.2,0,10,63.6,Low
5.3,4.7,5.6,45,7,70.7,Low
7.5,5.5,12.7,0,10,65.8,Medium
7.4,7.1,4.5,15,3,70.6,Medium
6.7,5.3,10.4,0,7,56.8,Medium
5.9,8.2,5.8,30,1,62.7,High
8.5,7.0,1.9,30,2,78.0,Low
9.3,7.5,7.2,0,10,100.0,Low
6.3,10.0,6.8,15,1,56.7,High
6.1,4.9,3.4,60,9,79.0,Low
7.7,8.4,3.7,15,2,74.0,Medium
6.5,7.5,5.9,45,2,69.0,Medium
6.8,6.8,6.9,60,6,73.4,Low
8.0,9.4,1.0,90,7,100.0,Low
4.3,9.4,8.6,60,2,42.9,High
8.8,5.4,4.8,15,4,68.5,Low
7.1,7.1,2.7,90,3,80.5,Low
6.4,8.1,8.4,45,5,62.7,High
6.9,6.9,5.9,45,9,86.3,Low
6.9,8.8,9.0,0,2,55.0,High
4.6,8.1,7.1,90,5,65.8,Medium
9.1,11.5,6.0,45,8,82.4,Low
7.1,4.1,5.6,45,6,63.3,Low
7.6,7.2,7.2,0,4,70.1,Medium
8.3,5.5,5.0,0,10,80.7,Low
5.6,8.8,3.9,90,8,90.8,Low
7.7,3.9,7.5,30,3,60.6,Low
6.6,8.3,5.6,15,4,64.9,Medium
8.2,6.1,6.1,45,9,85.0,Low
4.0,5.9,8.7,0,5,47.2,High
6.9,4.3,5.7,15,6,66.7,Low
6.2,6.5,6.0,15,2,54.0,High
7.6,9.9,4.5,15,9,87.2,Low
7.7,7.4,7.1,15,8,81.5,Medium
6.0,8.9,6.9,0,7,68.2,Medium
6.0,11.2,8.3,0,9,66.7,High
6.8,8.1,4.6,30,5,85.3,Medium
5.7,6.3,4.9,60,5,75.0,Low
8.2,8.5,8.0,30,9,91.0,Low
6.5,6.3,6.6,0,5,61.5,Medium
3.5,6.4,3.7,0,9,64.4,Medium
6.5,4.2,9.3,45,1,52.2,High
5.5,9.5,1.8,90,10,97.0,Low
4.7,6.7,8.0,15,10,72.4,Medium
5.3,7.9,2.8,0,8,85.1,Medium
7.2,5.2,10.7,30,3,46.9,Medium
8.9,8.5,2.1,45,8,100.0,Low
7.4,5.8,8.9,30,5,62.8,Low
6.2,7.2,5.8,30,2,59.2,High
7.6,9.4,5.1,45,9,89.1,Low
6.4,9.2,6.5,90,4,68.8,Medium
6.0,7.5,7.6,0,7,60.9,Medium
5.4,3.6,3.7,90,8,89.0,Low
4.5,14.0,4.0,15,7,68.5,High
6.5,11.3,7.6,45,6,67.8,High
7.2,9.1,1.7,30,7,97.0,Low
6.9,5.8,4.5,30,4,74.3,Low
6.4,7.3,13.6,30,10,69.9,High
5.7,6.3,3.6,15,1,54.8,High
7.9,10.3,8.9,0,5,67.5,High
5.2,8.1,4.5,30,8,84.6,Medium
8.1,5.8,7.3,30,10,88.7,Low
5.6,6.5,7.6,0,6,59.3,Medium
5.9,10.0,8.8,60,5,64.6,High
4.9,11.0,5.5,0,2,49.8,High
6.3,10.9,11.0,15,10,66.6,High
8.4,9.2,4.5,0,5,79.9,Medium
7.7,6.9,6.6,30,10,94.0,Low
8.4,1.0,6.6,15,3,56.1,Low
7.7,8.2,3.2,30,2,76.8,Medium
5.5,7.5,5.3,0,3,58.7,High
6.5,7.8,6.4,0,4,68.1,High
5.9,7.6,4.9,45,2,60.8,Medium
8.9,4.6,12.1,30,4,52.4,Medium
5.3,8.7,3.9,15,4,72.2,High
8.3,8.9,8.9,0,6,78.3,Medium
8.3,9.0,8.1,60,5,81.0,Medium
9.6,9.6,6.0,0,7,84.8,Medium
6.4,8.8,3.8,60,7,77.6,Low
8.0,6.6,4.1,30,3,76.3,Low
10.2,7.3,4.7,15,9,100.0,Low
6.1,7.7,1.5,45,7,92.1,Low
4.9,7.7,3.5,60,7,76.1,Low
4.4,9.7,2.3,15,2,57.8,High
8.0,8.9,9.4,15,10,90.4,Medium
4.4,12.1,7.5,15,3,40.4,High
6.5,12.4,8.0,60,3,58.6,High
7.6,7.7,7.5,30,6,73.3,Medium
7.3,1.0,6.4,0,4,49.5,Low
7.6,10.2,9.7,0,4,56.3,High
7.3,6.3,4.5,0,1,63.4,Medium
8.8,5.7,6.3,0,6,74.4,Low
5.7,6.6,7.9,0,8,70.9,Medium
6.1,6.5,2.7,30,8,93.2,Low
5.9,8.8,13.7,0,8,59.8,High
8.2,4.1,6.1,15,5,68.4,Low
8.3,5.1,6.4,30,10,91.1,Low
7.6,8.3,9.1,0,6,71.0,High
8.7,8.9,8.3,0,5,68.3,High
5.4,8.9,6.1,0,4,56.5,High
9.3,5.8,6.3,0,4,72.9,Low
9.1,5.3,2.2,45,4,80.8,Low
8.0,6.4,4.6,30,4,71.6,Low
9.5,8.0,7.3,0,6,80.7,Medium
4.7,10.8,7.1,15,6,52.0,High
6.3,3.0,9.1,0,5,43.3,Medium
6.0,7.0,5.7,30,9,78.6,Low
8.0,4.6,2.5,30,8,97.0,Low
5.5,3.9,8.6,30,10,69.2,Low
8.1,9.6,9.6,15,6,67.0,High
8.9,8.7,8.2,0,9,81.9,Low
8.0,8.5,5.6,45,5,71.0,Medium
7.4,9.5,8.6,60,10,80.7,Low
5.6,6.4,14.0,60,4,38.3,High
5.8,6.5,6.3,0,6,60.7,Medium
8.7,12.3,2.7,45,4,80.0,Medium
8.1,7.0,4.5,45,8,90.7,Low
6.9,9.1,7.6,60,7,74.7,Medium
6.4,7.5,2.0,0,5,77.4,Medium
4.2,3.4,6.4,45,10,61.0,Low
5.5,3.0,7.0,0,6,53.0,Medium
9.7,6.2,9.8,30,7,80.4,Low
5.2,9.8,9.3,15,2,46.6,High
7.3,9.2,8.2,45,9,87.2,Medium
8.4,9.5,1.0,60,7,93.9,Low
5.2,5.3,8.3,15,8,62.0,Medium
7.3,11.1,7.8,30,5,61.7,High
8.3,5.4,6.6,0,3,56.4,Medium
7.0,8.0,1.7,15,2,68.7,Medium
11.0,7.5,4.1,15,2,92.8,Low
4.7,7.1,3.1,0,3,64.1,High
8.5,10.4,1.0,60,1,85.9,Medium
6.8,5.9,6.0,0,1,53.0,Medium
8.1,4.5,4.0,30,7,77.0,Low
7.6,7.5,12.6,60,10,81.6,Low
6.0,6.6,5.6,60,8,90.3,Low
7.3,14.0,9.2,45,6,63.2,High
4.4,9.0,2.1,0,7,74.8,Medium
7.8,6.6,4.7,45,1,67.3,Medium
7.4,5.2,6.2,0,1,55.9,High
7.9,3.4,3.7,60,9,86.8,Low
8.5,5.2,4.9,45,5,76.6,Low
7.5,7.8,5.5,45,7,83.1,Low
7.2,10.6,5.4,0,6,73.2,High
5.8,10.0,10.6,30,4,46.4,High
6.0,8.0,6.9,45,1,56.2,High
8.7,6.8,7.2,60,4,75.0,Low
9.0,8.1,7.3,0,10,87.8,Low
6.7,6.4,7.5,60,10,84.7,Low
7.1,11.3,5.8,0,8,79.2,High
5.7,7.1,5.2,30,1,62.1,High
8.6,7.3,6.4,30,2,67.8,Medium
7.9,2.6,8.9,0,8,59.4,Low
9.7,7.1,8.8,0,2,62.0,Medium
5.8,9.3,5.4,45,10,89.4,Low
6.5,5.2,7.9,15,9,68.4,Low
7.3,5.8,5.5,0,3,58.4,Medium
7.9,9.2,6.1,45,3,72.4,Medium
6.7,4.3,4.8,45,6,72.7,Low
5.8,9.8,5.5,30,3,62.3,High
8.2,6.3,9.4,0,9,76.0,Low
8.0,6.6,6.2,0,8,78.5,Low
5.7,5.0,6.3,45,4,58.7,Medium
8.9,8.3,2.4,30,6,84.7,Low
8.6,12.9,5.2,30,8,89.4,Medium
7.2,9.2,5.4,45,4,74.1,Medium
7.1,5.6,3.9,15,5,80.1,Low
7.8,10.0,6.1,0,7,82.0,Medium
5.8,6.8,4.9,60,8,79.2,Low
7.0,10.5,6.2,30,7,74.4,High
4.0,9.3,6.3,30,8,64.8,Medium
8.2,1.0,3.6,60,4,62.4,Low
4.8,5.3,5.0,60,1,45.0,High
9.1,9.6,6.2,30,6,79.2,Low
6.5,7.8,9.0,0,5,57.3,High
6.7,5.2,6.6,90,4,71.2,Low
6.1,6.1,4.3,30,2,53.9,Medium
6.6,3.3,7.0,15,1,51.2,Medium
9.0,7.3,10.3,30,9,81.7,Low
3.5,12.4,8.3,15,2,40.5,High
8.8,9.3,7.4,60,9,88.5,Low
7.5,12.3,7.8,30,6,70.2,High
5.3,9.4,9.6,45,6,55.5,High
5.5,9.8,8.7,45,2,44.9,High
9.3,11.8,7.4,45,6,82.4,Medium
5.7,8.3,8.7,45,3,57.3,High
5.4,7.1,3.3,60,7,81.8,Low
8.6,9.8,2.2,15,10,97.5,Low
7.5,10.7,6.4,0,4,60.4,High
5.7,6.4,6.2,45,9,72.7,Low
7.3,5.9,4.6,30,5,71.3,Low
5.6,7.8,8.1,0,10,77.1,Low
8.5,9.3,1.3,0,3,80.6,Medium
8.5,9.3,4.7,0,1,65.7,High
7.7,4.4,4.8,45,1,50.7,Low
7.5,11.7,1.9,45,4,79.2,Medium
9.5,6.1,9.7,0,10,81.3,Low
7.0,6.9,2.6,45,10,94.8,Low
5.3,5.5,4.5,0,4,52.8,Medium
7.6,13.4,8.3,45,9,78.1,Medium
9.9,8.0,7.6,30,8,83.7,Low
5.6,5.6,3.2,45,4,62.8,Low
6.5,9.4,7.7,15,6,68.0,High
7.6,9.2,6.7,15,7,75.8,Medium
6.9,7.1,11.8,45,10,76.7,Medium
5.6,9.3,7.0,0,8,70.8,High
8.6,5.7,5.6,90,4,76.6,Low
10.2,6.4,3.9,30,1,68.7,Low
7.3,3.1,4.1,15,5,67.5,Low
5.7,4.6,3.9,30,1,51.4,Medium
4.8,11.5,9.4,0,4,38.7,High
7.4,11.1,6.0,30,7,68.4,High
8.5,7.6,7.4,90,7,91.0,Low
7.7,11.2,9.8,0,1,43.1,High
7.0,7.1,1.0,45,9,94.8,Low
6.2,7.0,9.2,15,2,54.2,High
5.5,7.6,6.1,30,5,60.1,Medium
8.2,7.2,7.1,0,6,73.4,Medium
8.3,7.0,3.9,30,1,72.5,Medium
4.8,10.0,4.1,90,2,66.3,High
9.2,7.8,7.2,0,7,77.9,Medium
7.8,9.1,12.0,30,6,69.5,High
9.0,9.8,8.5,30,6,82.0,Medium
5.1,8.4,9.2,30,6,65.9,High
5.1,5.4,5.5,30,7,63.8,Low
6.8,4.5,4.5,30,10,82.5,Low
7.7,7.8,4.0,0,9,96.5,Low
9.5,7.1,4.8,60,9,100.0,Low
8.0,7.7,1.0,45,2,80.2,Low
6.7,7.5,4.2,0,2,62.8,High
5.6,13.2,4.6,15,5,54.7,High
8.7,4.6,5.6,45,10,94.9,Low
5.6,3.1,6.3,90,7,66.9,Low
9.3,8.2,6.9,90,3,89.1,Low
6.6,6.7,6.0,60,3,59.3,Medium
9.2,8.2,4.5,0,4,76.6,Medium
8.0,8.8,1.1,60,3,86.5,Low
6.8,10.3,4.6,60,3,79.2,High
6.3,4.2,3.6,15,8,75.0,Low
6.5,6.3,7.2,15,7,66.5,Medium
7.6,8.4,8.3,30,7,77.3,Medium
7.1,9.2,8.3,30,10,80.5,Medium
6.2,12.3,7.9,0,2,49.1,High
6.8,9.6,5.7,0,9,84.5,Medium
7.1,7.4,4.7,0,6,83.0,Medium
4.0,5.5,4.1,15,3,45.5,High
7.6,6.3,2.2,0,9,83.9,Low
5.6,6.2,8.5,45,9,71.4,Low
5.4,8.9,5.6,0,6,70.8,High
4.6,8.1,2.9,60,10,96.5,Low
4.5,4.6,3.9,60,6,67.7,Low
5.1,6.5,3.8,60,8,84.8,Low
6.0,9.4,6.1,45,8,85.4,Medium
9.7,8.3,8.7,0,6,75.0,Low
6.3,8.8,5.1,15,7,83.4,Medium
7.2,8.3,1.0,0,4,87.0,Low
7.6,11.1,5.5,90,1,64.4,High
7.2,8.0,5.6,15,4,68.1,Medium
6.9,6.7,5.4,30,8,84.8,Low
5.3,5.5,4.4,45,8,84.0,Low
9.0,8.0,6.5,60,2,72.3,Medium
9.5,2.1,6.2,45,7,82.6,Low
4.6,7.1,5.9,30,1,46.3,High
5.6,7.0,7.0,30,2,53.4,High
6.6,4.5,4.9,30,8,70.7,Low
5.6,5.5,4.8,0,10,79.1,Low
7.7,9.3,9.5,60,4,67.3,High
6.0,8.0,7.4,30,3,61.3,High
10.0,7.7,8.1,0,2,65.2,High
8.7,8.2,9.1,60,6,78.6,Medium
7.3,7.7,7.3,30,4,68.6,High
8.4,10.2,8.3,60,3,66.5,High
8.5,7.8,2.1,60,3,87.1,Low
6.2,4.3,6.5,45,10,71.2,Low
5.9,11.1,5.5,0,3,47.1,High
7.1,8.3,10.2,0,8,71.8,Medium
8.2,6.2,8.3,60,9,86.5,Low
7.2,4.7,4.4,60,9,87.1,Low
4.8,8.4,6.9,30,5,65.3,High
5.9,7.2,6.4,15,1,50.8,High
6.9,11.0,7.1,0,10,76.9,Medium
6.9,6.7,3.5,90,5,82.0,Low
9.8,5.7,6.9,0,1,53.5,Medium
5.1,9.5,5.4,0,9,77.5,Medium
7.7,9.5,6.7,30,10,92.2,Low
9.1,7.9,4.2,0,8,97.4,Low
10.2,9.0,4.5,60,7,98.2,Low
6.4,7.4,8.9,0,2,47.6,High
7.7,8.0,3.4,0,2,69.3,High
7.8,10.1,3.6,30,4,74.7,Medium
7.3,8.9,5.9,30,9,79.4,Medium
6.9,7.1,4.1,0,9,87.1,Low
7.6,10.5,3.8,30,8,90.9,Low
3.5,2.3,6.3,15,5,42.3,Medium
8.0,12.0,2.2,60,7,90.5,Medium
7.2,3.7,3.5,0,9,75.9,Low
6.7,6.1,11.1,90,3,59.0,High
9.9,7.4,7.1,30,4,78.5,Medium
6.1,7.2,4.1,0,2,55.8,Medium
6.4,9.7,7.0,0,9,81.3,Medium
9.8,5.2,7.4,30,7,83.3,Low
5.8,8.1,8.5,0,6,70.1,High
6.2,6.2,5.7,15,5,70.1,Medium
6.8,8.1,8.4,0,7,68.4,High
8.2,7.4,1.0,30,3,83.0,Low
7.3,7.7,3.4,30,5,85.8,Medium
5.2,6.3,6.4,0,2,43.9,High
6.3,6.4,6.8,30,5,72.0,Medium
6.1,8.1,3.7,45,7,86.4,Low
6.9,9.6,6.6,0,10,85.7,Medium
7.6,6.2,4.4,60,7,87.2,Low
7.6,5.6,5.3,30,9,85.0,Low
4.5,8.8,8.6,90,3,56.3,High
8.5,7.4,8.3,0,8,79.0,Low
7.4,9.3,3.5,90,5,76.6,Low
8.9,5.5,3.4,30,7,90.3,Low
7.6,3.6,5.0,30,1,62.6,Low
8.5,6.3,5.9,30,1,60.0,Medium
7.7,5.8,4.4,0,4,62.6,Low
8.9,7.3,8.6,60,5,83.8,Low
7.7,6.1,6.9,30,10,87.4,Low
6.9,9.1,7.0,0,3,63.6,High
10.2,6.9,2.8,0,6,94.2,Low
8.2,7.8,8.9,0,3,58.3,Medium
7.8,7.8,1.0,30,5,93.7,Low
5.2,7.9,8.1,30,1,47.5,High
5.2,7.4,8.3,30,3,50.5,High
7.4,8.6,4.9,15,7,85.4,Low
7.2,5.7,9.2,30,3,55.2,Medium
6.1,10.6,5.8,30,5,68.4,High
7.2,7.0,6.2,0,7,76.7,Medium
9.2,4.6,6.8,0,2,61.8,Low
8.0,7.9,14.0,0,3,54.0,High
5.4,5.6,9.4,60,4,54.0,Medium
6.8,9.0,7.8,45,5,75.2,Medium
5.9,12.4,3.7,90,9,91.9,Medium
6.5,5.8,6.4,15,9,79.4,Low
6.4,8.2,4.0,60,4,75.2,Medium
6.3,3.6,8.1,30,9,70.5,Low
5.2,8.5,6.4,30,4,64.3,High
6.8,5.6,3.2,0,2,55.5,Medium
6.2,6.1,6.2,45,10,78.6,Low
3.5,5.1,3.9,60,1,43.4,Medium
9.9,9.1,6.4,0,7,81.5,Low
8.5,9.7,3.9,0,4,71.8,Medium
6.5,7.6,6.1,30,8,84.5,Medium
7.0,5.6,7.9,90,8,80.0,Low
5.4,11.0,5.9,45,8,77.7,High
9.4,5.8,5.0,0,6,75.7,Low
9.7,2.7,6.5,15,9,73.5,Low
7.2,8.5,7.7,15,4,62.1,High
8.4,5.1,3.2,60,5,85.2,Low
7.2,9.7,6.7,45,4,72.2,Medium
5.1,6.7,9.3,30,5,54.3,High
6.4,8.8,7.4,0,2,55.7,High
7.2,10.6,6.1,60,5,71.8,Medium
6.4,4.8,7.6,30,10,72.1,Low
6.7,6.3,7.1,90,8,84.1,Low
6.9,7.3,7.9,30,9,83.2,Low
6.9,10.9,1.0,45,7,96.6,Low
7.1,6.1,2.1,45,7,83.6,Low
5.5,6.2,8.5,15,6,54.3,High
6.0,8.6,2.2,90,2,74.7,Medium
5.2,6.2,7.0,0,10,74.9,Medium
8.4,7.8,5.1,45,10,100.0,Low
4.1,4.1,3.5,90,9,78.3,Low
8.6,12.4,6.9,15,5,65.2,High
8.9,4.5,6.5,30,6,69.5,Low
6.6,6.8,11.3,30,1,41.4,High
3.5,7.4,4.4,45,5,65.9,Medium
6.5,11.7,9.6,60,6,66.2,High
6.9,4.6,6.9,30,10,79.0,Low
5.6,11.9,4.3,45,2,55.1,High
6.3,9.2,8.0,15,7,64.2,High
9.1,8.4,7.4,0,4,75.0,Medium
7.9,5.3,6.1,15,5,66.3,Low
5.7,8.8,6.7,30,3,58.2,High
4.8,5.9,4.5,0,5,56.1,Medium
6.5,10.3,3.9,30,4,64.2,Medium
6.7,5.4,7.9,15,10,82.1,Low
7.7,7.3,5.4,45,6,79.5,Low
6.3,6.3,5.8,0,2,46.6,High
7.7,5.3,6.7,30,3,62.2,Medium
9.7,9.1,6.7,30,10,97.3,Low
8.1,8.7,2.4,60,1,70.2,Medium
6.9,10.2,9.2,45,7,74.9,High
6.7,3.6,6.3,45,9,77.0,Low
6.5,9.8,5.5,60,2,67.9,High
8.7,13.0,7.1,30,7,76.5,Medium
6.1,6.5,6.6,0,3,50.3,High
7.1,11.7,7.9,60,5,66.5,High
7.1,6.9,7.3,45,6,71.9,Medium
6.3,4.5,7.8,15,8,62.4,Low
5.1,6.8,9.4,45,4,60.4,Medium
7.5,9.8,8.2,60,2,57.8,High
6.9,5.7,5.6,90,3,67.4,Low
7.7,6.2,3.2,90,8,96.2,Low
6.3,8.8,10.2,15,7,66.3,High
8.7,7.5,5.4,15,6,90.0,Low
5.8,8.8,4.8,0,5,67.4,High
9.4,8.0,1.7,0,5,93.0,Low
4.6,8.6,6.8,60,1,48.1,High
7.6,6.5,6.4,15,6,75.7,Low
7.7,8.0,2.2,30,9,100.0,Low
5.9,5.5,7.1,30,8,68.2,Low
7.6,10.3,4.8,45,10,96.8,Low
8.8,6.1,12.7,0,1,37.8,High
3.9,10.0,4.6,15,6,62.2,High
7.7,7.0,4.9,15,3,68.2,Medium
3.5,7.9,3.8,15,6,69.1,High
5.6,6.4,9.2,90,9,75.8,Low
9.3,5.3,5.1,45,6,87.8,Low
6.2,3.7,4.2,30,8,70.9,Low
5.4,5.2,7.8,60,6,65.3,Medium
6.7,6.8,2.5,15,6,81.0,Low
9.9,8.0,7.6,45,7,86.4,Low
4.4,9.7,10.5,0,10,53.5,High
5.5,6.5,7.4,45,4,60.1,Medium
9.1,5.6,7.6,30,8,79.1,Low
9.6,4.3,8.2,0,4,63.2,Low
6.9,8.6,10.3,0,7,60.5,High
5.3,10.5,9.0,15,1,43.3,High
9.9,10.3,7.1,45,9,100.0,Low
9.2,9.1,8.3,0,10,87.4,Low
8.0,8.9,3.8,30,9,87.5,Low
5.9,11.2,7.9,45,7,67.4,High
6.9,8.2,3.5,30,8,87.2,Low
6.8,8.9,5.1,45,2,63.0,Medium
7.5,6.8,1.0,0,10,97.6,Low
9.0,4.5,7.0,30,10,90.0,Low
8.2,6.0,4.4,60,7,85.4,Low
5.5,7.5,8.8,30,1,50.5,High
8.9,7.6,7.0,30,3,71.6,Medium
7.4,11.7,8.8,45,6,66.8,High
8.0,7.7,3.3,15,5,87.5,Low
9.1,10.1,8.6,45,5,73.3,Medium
5.4,6.5,11.3,60,9,70.2,Medium
6.9,6.8,7.9,0,6,65.0,Medium
6.3,4.6,8.0,60,3,56.3,Low
4.8,5.9,6.4,0,2,44.7,High
7.5,8.7,4.7,30,9,92.3,Low
10.5,7.5,7.9,60,10,100.0,Low
4.4,9.6,2.2,45,4,72.2,High
7.0,7.9,5.0,60,5,82.6,Low
7.9,6.7,1.6,60,9,98.6,Low
7.2,12.2,4.2,15,5,77.4,High
6.8,7.3,7.6,30,7,74.6,Medium
5.2,10.1,7.3,15,2,52.7,High
7.3,6.6,6.1,15,2,50.8,Medium
5.9,9.1,6.4,15,4,65.7,High
3.9,9.5,1.3,45,8,85.8,Medium
8.7,8.0,5.1,30,2,75.4,Medium
8.3,2.3,4.3,45,10,76.1,Low
7.1,7.5,4.4,45,7,83.2,Low
7.3,10.2,7.5,0,1,47.7,High
8.5,8.7,3.8,30,9,100.0,Low
7.3,8.5,4.5,15,10,88.4,Low
8.3,3.7,1.0,30,6,85.2,Low
6.6,5.9,5.3,45,1,56.6,Medium
8.8,8.4,3.3,30,10,100.0,Low
7.4,8.4,6.2,60,6,82.9,Low
7.3,10.2,3.6,45,5,77.0,Medium
5.2,7.2,6.3,30,5,61.6,High
7.4,8.4,5.6,45,5,76.8,Medium
5.8,7.5,10.2,0,4,39.1,High
6.1,5.3,7.2,0,7,70.3,Medium
5.9,2.5,1.4,0,9,80.2,Low
5.5,8.4,2.8,15,4,71.5,Medium
10.0,7.9,6.1,0,2,77.1,Medium
8.9,6.1,3.7,90,2,79.9,Low
9.7,3.9,1.0,30,2,78.1,Low
5.3,8.9,9.4,30,7,68.2,High
7.1,6.9,7.8,0,4,59.9,Medium
5.2,8.7,7.3,15,4,61.3,High
6.0,11.6,4.5,15,1,45.8,High
5.7,2.8,7.1,30,4,49.1,Low
8.7,6.0,4.2,30,6,83.4,Low
6.4,7.0,6.5,30,2,57.4,Medium
8.5,10.7,3.7,30,4,77.3,Medium
7.8,3.9,9.8,45,7,63.6,Low
10.2,11.8,2.1,0,9,100.0,Low
4.9,7.8,9.1,45,2,50.2,High
8.8,7.3,6.1,30,8,100.0,Low
8.6,7.1,4.8,30,6,81.1,Low
5.6,6.5,6.4,15,8,74.0,Medium
8.4,9.8,7.8,15,2,64.7,High
7.5,5.1,9.4,0,1,41.9,High
6.7,8.3,6.8,90,7,79.7,Low
5.8,6.7,3.8,30,9,82.8,Low
6.0,5.8,6.1,90,9,78.7,Low
9.9,13.2,10.5,30,2,52.1,High
7.0,8.4,9.4,0,4,60.5,High
8.1,8.8,8.3,30,1,69.6,High
5.9,10.0,8.0,0,7,71.4,High
5.9,4.4,7.7,60,2,47.0,Medium
8.5,11.4,8.9,45,4,69.3,High
5.1,2.0,4.9,45,2,42.8,Low
6.4,5.8,2.6,30,1,58.2,Medium
7.0,6.5,6.2,30,7,76.1,Low
7.2,8.8,4.0,90,6,80.6,Low
6.7,8.0,3.4,0,2,60.5,High
7.6,7.1,4.2,45,4,81.4,Low
8.0,7.5,12.2,30,3,61.1,High
8.0,5.3,6.3,90,3,60.8,Low
5.6,4.2,6.9,45,3,56.9,Medium
6.6,9.1,2.9,90,4,87.4,Low
8.7,9.0,1.4,30,1,77.1,Medium
8.3,11.0,4.0,0,1,64.7,High
5.1,5.8,9.6,30,7,65.5,Medium
